,9
SR_Number,1-696911694
Status,Accepted
ACTIVITY,In Progress
Involved_ST_Function_Div,A2_1
Involved_Org_line_3,Org line C
Involved_ST,D5
SR_Latest_Impact,Medium
Product,PROD542
Country,be
Owner_Country,Belgium
time_from_start,165.583
time_from_previous_event(start),6.944
daytime,39412.671
weekday,Friday
# ACTIVITY=In Progress,5
# ACTIVITY=Awaiting Assignment,2
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,1
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,1
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
