,0
SR_Number,1-729351591
Status,Queued
ACTIVITY,Awaiting Assignment
Involved_ST_Function_Div,missing
Involved_Org_line_3,Other
Involved_ST,S56
SR_Latest_Impact,Low
Product,PROD262
Country,se
Owner_Country,Sweden
time_from_start,0.0
time_from_previous_event(start),0.0
daytime,42773.738
weekday,Friday
# ACTIVITY=In Progress,0
# ACTIVITY=Awaiting Assignment,0
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
