,4
SR_Number,1-642411971
Status,Completed
ACTIVITY,In Call
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,G96
SR_Latest_Impact,Low
Product,PROD321
Country,cn
Owner_Country,China
time_from_start,0.736
time_from_previous_event(start),0.006
daytime,34297.338
weekday,Friday
# ACTIVITY=In Progress,3
# ACTIVITY=Awaiting Assignment,0
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,1
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
