,4
SR_Number,1-686398767
Status,Accepted
ACTIVITY,Wait - User
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,G96
SR_Latest_Impact,Low
Product,PROD253
Country,cn
Owner_Country,China
time_from_start,3.471
time_from_previous_event(start),1.471
daytime,37475.232
weekday,Friday
# ACTIVITY=In Progress,3
# ACTIVITY=Awaiting Assignment,0
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,1
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
