,6
SR_Number,1-730640484
Status,Accepted
ACTIVITY,Assigned
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,G97
SR_Latest_Impact,Low
Product,PROD424
Country,in
Owner_Country,POLAND
time_from_start,518.104
time_from_previous_event(start),0.016
daytime,43374.506
weekday,Friday
# ACTIVITY=In Progress,4
# ACTIVITY=Awaiting Assignment,2
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
