,3
SR_Number,1-730127301
Status,Accepted
ACTIVITY,In Progress
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,G359
SR_Latest_Impact,Low
Product,PROD262
Country,se
Owner_Country,POLAND
time_from_start,7.436
time_from_previous_event(start),6.39
daytime,42864.292
weekday,Friday
# ACTIVITY=In Progress,1
# ACTIVITY=Awaiting Assignment,1
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,1
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
